x1,x2,cls
-1.759564062390419,0.009628791798262646,1.0
-1.8918048596667896,0.9295770260998056,1.0
-1.4298347148426862,-0.43776928664100856,1.0
-1.2198090743380297,0.2563072501849224,1.0
-0.8723933900812966,0.9421391127795604,1.0
-1.2774683470547028,1.1190058113598287,1.0
-1.2048347375567567,0.42888414061101016,1.0
-1.1119934886724652,0.6476989957679948,1.0
-1.4642990380252343,-0.029948413699492932,1.0
-0.7227785436067824,0.37144337803628535,1.0
0.22842372871137773,2.231455170157176,1.0
-1.0163940578579989,0.12914630315577866,1.0
-1.4902506680653336,-0.7750936019599137,1.0
-0.7788963595219448,0.6961773532618866,1.0
-1.9435675008048365,0.43204216641287174,1.0
-0.9865233466669381,0.8043043618746651,1.0
0.1596787281568804,0.6454035072100389,1.0
-0.6857904394700489,0.9908739093372182,1.0
-1.7259130762440134,0.5058884530673573,1.0
-0.5407837240962046,0.8786779351682691,1.0
0.08198472306124578,0.8865992642320721,1.0
-0.5321428756289132,2.1827683922651584,1.0
-0.44511282604338887,0.900549657843286,1.0
-0.4254095323569772,1.6198316404221698,1.0
0.019220133245835297,1.5149933001493419,1.0
-0.4882435213089474,1.3297021254348291,1.0
-0.24021365799126765,0.6877129228038007,1.0
-0.9130401366079616,0.9098831679778333,1.0
-0.9235428290661825,0.8265706229915428,1.0
-0.4064197370089573,0.9842598268578494,1.0
-0.38911823009894025,1.0041609602502135,1.0
0.05406003688537675,0.6813958287470914,1.0
-0.7825999397359257,0.5689594193320574,1.0
-0.15891184106188133,1.717252279778662,1.0
-0.39042468712922884,1.2393254233103903,1.0
-1.1916180734109827,0.4468874128072738,1.0
-1.0118785339004899,-0.14931875411667314,1.0
-0.8119182907117177,0.3756562645665314,1.0
-0.23423034548525043,1.0398653712430215,1.0
-0.6755512108000743,0.9439817334567157,1.0
-0.5011279214865391,1.6116492766106512,1.0
-0.6077886021441726,0.0994343087189197,1.0
-2.039723308698809,0.5767918542334349,1.0
-1.320954125996745,0.13425669291276396,1.0
-0.588400009920319,1.6088110526970838,1.0
-0.9528345108466331,1.3247795343231008,1.0
-1.1766410540946948,0.9497601953025442,1.0
-1.1729082820140244,0.7984249630116194,1.0
-1.3050686042648545,1.2807832602092895,1.0
-0.9797172389327041,0.8251078986815171,1.0
-1.335311794058972,-0.5520072418920227,1.0
-0.46978970612371046,1.6837911350908754,1.0
-0.7843011208433243,1.9153169757717443,1.0
-0.40574697959618056,0.7638294987577617,1.0
-2.132610643791652,0.24102913453199365,1.0
-1.9481196472586326,0.10349593536527918,1.0
-0.9237341468433627,1.7504132744583125,1.0
-0.9016860975417585,1.1367869594800586,1.0
-1.21745180402072,0.25666937059647305,1.0
